Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,
2019-12-31,418.3299865722656,418.3299865722656,421.2900085449219,402.0799865722656,405.0,10285700
2020-01-02,430.260009765625,430.260009765625,430.70001220703125,421.7099914550781,424.5,9532100
2020-01-03,443.010009765625,443.010009765625,454.0,436.9200134277344,440.5,17778500
2020-01-06,451.5400085449219,451.5400085449219,451.55999755859375,440.0,440.4700012207031,10133000
2020-01-07,469.05999755859375,469.05999755859375,471.6300048828125,453.3599853515625,461.3999938964844,17882100
2020-01-08,492.1400146484375,492.1400146484375,498.489990234375,468.2300109863281,473.70001220703125,31144300
2020-01-09,481.3399963378906,481.3399963378906,498.79998779296875,472.8699951171875,497.1000061035156,28440400
2020-01-10,478.1499938964844,478.1499938964844,484.94000244140625,473.70001220703125,481.7900085449219,12959500
2020-01-13,524.8599853515625,524.8599853515625,525.6300048828125,492.0,493.5,26517600
2020-01-14,537.9199829101562,537.9199829101562,547.4099731445312,524.9000244140625,544.260009765625,28996200
2020-01-15,518.5,518.5,537.8400268554688,516.7899780273438,529.760009765625,17368800
2020-01-16,513.489990234375,513.489990234375,514.4600219726562,492.1700134277344,493.75,21736700
2020-01-17,510.5,510.5,515.6699829101562,503.1600036621094,507.6099853515625,13629100
2020-01-21,547.2000122070312,547.2000122070312,548.5800170898438,528.4099731445312,530.25,17803500
2020-01-22,569.5599975585938,569.5599975585938,594.5,559.0999755859375,571.8900146484375,31369000
2020-01-23,572.2000122070312,572.2000122070312,582.0,555.5999755859375,564.25,19651000
2020-01-24,564.8200073242188,564.8200073242188,573.8599853515625,554.260009765625,570.6300048828125,14353600
2020-01-27,558.02001953125,558.02001953125,564.4400024414062,539.280029296875,541.989990234375,13608100
2020-01-28,566.9000244140625,566.9000244140625,576.8099975585938,558.0800170898438,568.489990234375,11788500
2020-01-29,580.989990234375,580.989990234375,589.7999877929688,567.4299926757812,575.6900024414062,17801500
2020-01-30,640.8099975585938,640.8099975585938,650.8800048828125,618.0,632.4199829101562,29005700
2020-01-31,650.5700073242188,650.5700073242188,653.0,632.52001953125,640.0,15719300
2020-02-03,780.0,780.0,786.1400146484375,673.52001953125,673.6900024414062,47233500
2020-02-04,887.0599975585938,887.0599975585938,968.989990234375,833.8800048828125,882.9600219726562,60938800
2020-02-05,734.7000122070312,734.7000122070312,845.97998046875,704.1099853515625,823.260009765625,48423800
2020-02-06,748.9600219726562,748.9600219726562,795.8300170898438,687.0,699.9199829101562,39880800
2020-02-07,748.0700073242188,748.0700073242188,769.75,730.0,730.5499877929688,17063500
2020-02-10,771.280029296875,771.280029296875,819.989990234375,752.4000244140625,800.0,24689200
2020-02-11,774.3800048828125,774.3800048828125,783.510009765625,758.0,768.7899780273438,11667500
2020-02-12,767.2899780273438,767.2899780273438,789.75,763.3699951171875,777.8699951171875,12022500
2020-02-13,804.0,804.0,818.0,735.0,741.8400268554688,26289300
2020-02-14,800.030029296875,800.030029296875,812.969970703125,785.5,787.219970703125,15693700
2020-02-18,858.4000244140625,858.4000244140625,860.0,832.3599853515625,841.5999755859375,16381700
2020-02-19,917.4199829101562,917.4199829101562,944.780029296875,901.02001953125,923.5,25423000
2020-02-20,899.4099731445312,899.4099731445312,912.0,859.9400024414062,911.9500122070312,17634900
2020-02-21,901.0,901.0,913.0599975585938,880.4500122070312,906.97998046875,14314800
2020-02-24,833.7899780273438,833.7899780273438,863.5,822.2000122070312,839.0,15192200
2020-02-25,799.9099731445312,799.9099731445312,856.5999755859375,787.0,849.0,17290500
2020-02-26,778.7999877929688,778.7999877929688,813.3099975585938,776.1099853515625,782.5,14085500
2020-02-27,679.0,679.0,739.77001953125,669.0,730.0,24149300
2020-02-28,667.989990234375,667.989990234375,690.52001953125,611.52001953125,629.7000122070312,24564200
2020-03-02,743.6199951171875,743.6199951171875,743.6900024414062,686.6699829101562,711.260009765625,20195000
2020-03-03,745.510009765625,745.510009765625,806.97998046875,716.1099853515625,805.0,25784000
2020-03-04,749.5,749.5,766.52001953125,724.72998046875,763.9600219726562,15049000
2020-03-05,724.5399780273438,724.5399780273438,745.75,718.0700073242188,723.77001953125,10852700
2020-03-06,703.47998046875,703.47998046875,707.0,684.27001953125,690.0,12662900
2020-03-09,608.0,608.0,663.0,605.0,605.3900146484375,17073700
2020-03-10,645.3300170898438,645.3300170898438,668.0,608.0,659.4299926757812,15594400
2020-03-11,634.22998046875,634.22998046875,653.5800170898438,613.0,640.2000122070312,13322500
2020-03-12,560.5499877929688,560.5499877929688,594.5,546.25,580.8900146484375,18909100
2020-03-13,546.6199951171875,546.6199951171875,607.5700073242188,502.0,595.0,22640300
2020-03-16,445.07000732421875,445.07000732421875,494.8699951171875,442.1700134277344,469.5,20489500
2020-03-17,430.20001220703125,430.20001220703125,471.8500061035156,396.0,440.010009765625,23994600
2020-03-18,361.2200012207031,361.2200012207031,404.8599853515625,350.510009765625,389.0,23786200
2020-03-19,427.6400146484375,427.6400146484375,452.0,358.4599914550781,374.70001220703125,30195500
2020-03-20,427.5299987792969,427.5299987792969,477.0,425.7900085449219,438.20001220703125,28285500
2020-03-23,434.2900085449219,434.2900085449219,442.0,410.5,433.6000061035156,16454500
2020-03-24,505.0,505.0,513.6900024414062,474.0,477.29998779296875,22895200
2020-03-25,539.25,539.25,557.0,511.1099853515625,545.25,21222700
2020-03-26,528.1599731445312,528.1599731445312,560.0,512.25,547.3900146484375,17380700
2020-03-27,514.3599853515625,514.3599853515625,525.7999877929688,494.0299987792969,505.0,14377400
2020-03-30,502.1300048828125,502.1300048828125,516.6500244140625,491.2300109863281,510.260009765625,11998100
2020-03-31,524.0,524.0,542.9600219726562,497.0,501.25,17771500
2020-04-01,481.55999755859375,481.55999755859375,513.9500122070312,475.1000061035156,504.0,13353200
2020-04-02,454.4700012207031,454.4700012207031,494.260009765625,446.3999938964844,481.0299987792969,19858400
2020-04-03,480.010009765625,480.010009765625,515.489990234375,468.3900146484375,509.5,22562100
2020-04-06,516.239990234375,516.239990234375,521.0,497.9599914550781,511.20001220703125,14901800
2020-04-07,545.4500122070312,545.4500122070312,565.0,532.3400268554688,545.0,17919800
2020-04-08,548.8400268554688,548.8400268554688,557.2100219726562,533.3300170898438,554.2000122070312,12656000
2020-04-09,573.0,573.0,575.1799926757812,557.1099853515625,562.0900268554688,13650000
2020-04-13,650.9500122070312,650.9500122070312,652.0,580.530029296875,590.1599731445312,22475400
2020-04-14,709.8900146484375,709.8900146484375,741.8800048828125,692.4299926757812,698.969970703125,30576500
2020-04-15,729.8300170898438,729.8300170898438,753.1300048828125,710.0,742.0,23577000
2020-04-16,745.2100219726562,745.2100219726562,759.4500122070312,706.719970703125,716.9400024414062,20657900
2020-04-17,753.8900146484375,753.8900146484375,774.9500122070312,747.6599731445312,772.280029296875,13128200
2020-04-20,746.3599853515625,746.3599853515625,765.5700073242188,712.2100219726562,732.7000122070312,14746600
2020-04-21,686.719970703125,686.719970703125,753.3300170898438,673.7899780273438,730.1199951171875,20209100
2020-04-22,732.1099853515625,732.1099853515625,734.0,688.7100219726562,703.97998046875,14224800
2020-04-23,705.6300048828125,705.6300048828125,734.0,703.1300048828125,727.5999755859375,13236700
2020-04-24,725.1500244140625,725.1500244140625,730.72998046875,698.1799926757812,710.8099975585938,13237600
2020-04-27,798.75,798.75,799.489990234375,735.0,737.6099853515625,20681400
2020-04-28,769.1199951171875,769.1199951171875,805.0,756.6900024414062,795.6400146484375,15222000
2020-04-29,800.510009765625,800.510009765625,803.2000122070312,783.1599731445312,790.1699829101562,16216000
2020-04-30,781.8800048828125,781.8800048828125,869.8200073242188,763.5,855.1900024414062,28400100
2020-05-01,701.3200073242188,701.3200073242188,772.77001953125,683.0399780273438,755.0,32531800
2020-05-04,761.1900024414062,761.1900024414062,762.0,698.0,701.0,19237100
2020-05-05,768.2100219726562,768.2100219726562,798.9199829101562,762.1799926757812,789.7899780273438,16991700
2020-05-06,782.5800170898438,782.5800170898438,789.7999877929688,761.1099853515625,776.5,11123200
2020-05-07,780.0399780273438,780.0399780273438,796.4000244140625,772.3499755859375,777.2100219726562,11527700
2020-05-08,819.4199829101562,819.4199829101562,824.0,787.010009765625,793.77001953125,16130100
2020-05-11,811.2899780273438,811.2899780273438,824.0,785.0,790.510009765625,16471100
2020-05-12,809.4099731445312,809.4099731445312,843.2899780273438,808.0,827.0,15906900
2020-05-13,790.9600219726562,790.9600219726562,826.0,763.2999877929688,820.8300170898438,19065500
2020-05-14,803.3300170898438,803.3300170898438,803.3599853515625,764.0,780.0,13682200
2020-05-15,799.1699829101562,799.1699829101562,805.0499877929688,786.5499877929688,790.3499755859375,10518400
2020-05-18,813.6300048828125,813.6300048828125,834.719970703125,803.8800048828125,827.780029296875,11698100
2020-05-19,808.010009765625,808.010009765625,822.0700073242188,806.0800170898438,815.1699829101562,9636500
2020-05-20,815.5599975585938,815.5599975585938,826.0,811.7999877929688,820.5,7309300
2020-05-21,827.5999755859375,827.5999755859375,832.5,796.0,816.0,12254600
2020-05-22,816.8800048828125,816.8800048828125,831.780029296875,812.0,822.1699829101562,9987500
2020-05-26,818.8699951171875,818.8699951171875,834.5999755859375,815.7100219726562,834.5,8089700
2020-05-27,820.22998046875,820.22998046875,827.7100219726562,785.0,820.8599853515625,11549500
2020-05-28,805.8099975585938,805.8099975585938,824.75,801.6900024414062,813.510009765625,7255600
2020-05-29,835.0,835.0,835.0,804.2100219726562,808.75,11812500
2020-06-01,898.0999755859375,898.0999755859375,899.0,854.0999755859375,858.0,14939500
2020-06-02,881.5599975585938,881.5599975585938,908.6599731445312,871.0,894.7000122070312,13565600
2020-06-03,882.9600219726562,882.9600219726562,897.9400024414062,880.0999755859375,888.1199951171875,7949500
2020-06-04,864.3800048828125,864.3800048828125,895.75,858.4400024414062,889.8800048828125,8887700
2020-06-05,885.6599731445312,885.6599731445312,886.52001953125,866.2000122070312,877.8400268554688,7811900
2020-06-08,949.9199829101562,949.9199829101562,950.0,909.1599731445312,919.0,14174700
2020-06-09,940.6699829101562,940.6699829101562,954.4400024414062,923.9299926757812,940.010009765625,11388200
2020-06-10,1025.050048828125,1025.050048828125,1027.47998046875,982.5,991.8800048828125,18563400
2020-06-11,972.8400268554688,972.8400268554688,1018.9600219726562,972.0,990.2000122070312,15916500
2020-06-12,935.280029296875,935.280029296875,987.97998046875,912.5999755859375,980.0,16730200
2020-06-15,990.9000244140625,990.9000244140625,998.8400268554688,908.5,917.7899780273438,15697200
2020-06-16,982.1300048828125,982.1300048828125,1012.8800048828125,962.3900146484375,1011.8499755859375,14051100
2020-06-17,991.7899780273438,991.7899780273438,1005.0,982.5700073242188,987.7100219726562,9869400
2020-06-18,1003.9600219726562,1003.9600219726562,1019.2000122070312,994.469970703125,1003.0,9751900
2020-06-19,1000.9000244140625,1000.9000244140625,1015.969970703125,991.3400268554688,1012.780029296875,8679700
2020-06-22,994.3200073242188,994.3200073242188,1008.8800048828125,990.02001953125,999.9500122070312,6362400
2020-06-23,1001.780029296875,1001.780029296875,1012.0,994.010009765625,998.8800048828125,6365300
2020-06-24,960.8499755859375,960.8499755859375,1000.8800048828125,953.1400146484375,994.1099853515625,10959600
2020-06-25,985.97998046875,985.97998046875,985.97998046875,937.1500244140625,954.27001953125,9254500
2020-06-26,959.739990234375,959.739990234375,995.0,954.8699951171875,994.780029296875,8854900
2020-06-29,1009.3499755859375,1009.3499755859375,1010.0,948.52001953125,969.010009765625,9026400
2020-06-30,1079.81005859375,1079.81005859375,1087.68994140625,1003.72998046875,1006.5,16918500
2020-07-01,1119.6300048828125,1119.6300048828125,1135.3299560546875,1080.5,1083.0,13326900
2020-07-02,1208.6600341796875,1208.6600341796875,1228.0,1185.5999755859375,1221.47998046875,17250100
2020-07-06,1371.5799560546875,1371.5799560546875,1377.7900390625,1266.0400390625,1276.68994140625,20569900
2020-07-07,1389.8599853515625,1389.8599853515625,1429.5,1336.7099609375,1405.010009765625,21489700
2020-07-08,1365.8800048828125,1365.8800048828125,1417.260009765625,1311.3399658203125,1405.0,16311300
2020-07-09,1394.280029296875,1394.280029296875,1408.56005859375,1351.280029296875,1396.989990234375,11717600
2020-07-10,1544.6500244140625,1544.6500244140625,1548.9200439453125,1376.010009765625,1396.0,23337600
2020-07-13,1497.06005859375,1497.06005859375,1794.989990234375,1471.1099853515625,1659.0,38985400
2020-07-14,1516.800048828125,1516.800048828125,1590.0,1431.0,1556.0,23418100
2020-07-15,1546.010009765625,1546.010009765625,1550.0,1457.0,1543.0,16367800
2020-07-16,1500.6400146484375,1500.6400146484375,1531.7099609375,1466.0,1477.1600341796875,14300800
2020-07-17,1500.8399658203125,1500.8399658203125,1537.510009765625,1490.0,1513.449951171875,9330000
2020-07-20,1643.0,1643.0,1650.0,1488.0,1519.010009765625,17121400
2020-07-21,1568.3599853515625,1568.3599853515625,1675.0,1558.0,1639.9300537109375,16157300
2020-07-22,1592.3299560546875,1592.3299560546875,1626.4200439453125,1562.0,1599.0,14161100
2020-07-23,1513.0699462890625,1513.0699462890625,1689.0,1480.77001953125,1678.949951171875,24328500
2020-07-24,1417.0,1417.0,1465.0,1366.5400390625,1416.010009765625,19396600
2020-07-27,1539.5999755859375,1539.5999755859375,1547.93994140625,1413.0,1435.0,16048700
2020-07-28,1476.489990234375,1476.489990234375,1564.699951171875,1474.4200439453125,1504.0,15808700
2020-07-29,1499.1099853515625,1499.1099853515625,1534.81005859375,1487.0,1501.0,9426900
2020-07-30,1487.489990234375,1487.489990234375,1513.239990234375,1471.0,1488.0,7621000
2020-07-31,1430.760009765625,1430.760009765625,1517.050048828125,1420.97998046875,1515.0,12247000
